2017.01.18-22:00,10240.00,10240.00,10238.00,10238.00,2
2017.01.18-22:15,10235.00,10243.00,10235.00,10238.00,28
2017.01.18-22:30,10238.00,10243.00,10238.00,10243.00,8
2017.01.19-03:00,10235.00,10238.00,10218.00,10220.00,36
2017.01.19-03:15,10218.00,10220.00,10210.00,10213.00,27
2017.01.19-03:30,10210.00,10245.00,10210.00,10240.00,151
2017.01.19-03:45,10243.00,10250.00,10233.00,10240.00,119
2017.01.19-04:00,10243.00,10270.00,10243.00,10265.00,91
2017.01.19-04:15,10263.00,10263.00,10250.00,10255.00,51
2017.01.19-04:30,10253.00,10266.00,10250.00,10261.00,94
2017.01.19-04:45,10258.00,10273.00,10256.00,10263.00,82
2017.01.19-05:00,10261.00,10263.00,10248.00,10248.00,37
2017.01.19-05:15,10251.00,10256.00,10246.00,10251.00,28
2017.01.19-05:30,10248.00,10248.00,10238.00,10238.00,10
2017.01.19-05:45,10241.00,10241.00,10233.00,10233.00,10
2017.01.19-06:00,10231.00,10233.00,10231.00,10233.00,3
2017.01.19-06:15,10231.00,10233.00,10231.00,10233.00,4
2017.01.19-06:30,10236.00,10236.00,10231.00,10233.00,22
2017.01.19-06:45,10236.00,10238.00,10233.00,10238.00,9
2017.01.19-07:00,10236.00,10241.00,10231.00,10236.00,76
2017.01.19-07:15,10233.00,10238.00,10223.00,10226.00,90
2017.01.19-07:30,10223.00,10236.00,10221.00,10231.00,83
2017.01.19-07:45,10228.00,10228.00,10211.00,10213.00,67
2017.01.19-08:00,10211.00,10223.00,10211.00,10216.00,44
2017.01.19-08:15,10213.00,10221.00,10213.00,10213.00,32
2017.01.19-08:30,10211.00,10213.00,10196.00,10198.00,52
2017.01.19-08:45,10196.00,10216.00,10196.00,10216.00,62
2017.01.19-09:00,10213.00,10216.00,10213.00,10213.00,11
2017.01.19-09:15,10216.00,10216.00,10213.00,10216.00,3
2017.01.19-09:30,10213.00,10216.00,10213.00,10213.00,3
2017.01.19-09:45,10208.00,10211.00,10208.00,10208.00,3
2017.01.19-10:00,10208.00,10211.00,10206.00,10206.00,13
2017.01.19-10:15,10203.00,10221.00,10203.00,10216.00,24
2017.01.19-11:00,10208.00,10211.00,10208.00,10211.00,2
2017.01.19-11:15,10208.00,10208.00,10206.00,10206.00,9
2017.01.19-11:30,10211.00,10216.00,10211.00,10216.00,3
2017.01.19-11:45,10213.00,10213.00,10211.00,10213.00,4
2017.01.19-12:00,10211.00,10218.00,10211.00,10216.00,9
2017.01.19-12:45,10218.00,10218.00,10218.00,10218.00,1
2017.01.19-13:00,10216.00,10218.00,10216.00,10218.00,6
2017.01.19-13:15,10216.00,10218.00,10216.00,10216.00,7
2017.01.19-13:30,10218.00,10218.00,10216.00,10216.00,2
2017.01.19-13:45,10213.00,10213.00,10213.00,10213.00,1
2017.01.19-15:00,10211.00,10213.00,10211.00,10213.00,2
2017.01.19-15:30,10213.00,10213.00,10213.00,10213.00,1
2017.01.19-15:45,10216.00,10218.00,10216.00,10218.00,2
2017.01.19-16:30,10221.00,10221.00,10216.00,10218.00,23
2017.01.19-16:45,10221.00,10221.00,10216.00,10218.00,7
2017.01.19-17:00,10216.00,10221.00,10216.00,10218.00,10
2017.01.19-17:15,10216.00,10223.00,10216.00,10221.00,11
2017.01.19-17:30,10223.00,10233.00,10218.00,10226.00,20
2017.01.19-17:45,10223.00,10228.00,10223.00,10226.00,8
2017.01.19-18:00,10223.00,10226.00,10218.00,10221.00,18
2017.01.19-18:15,10221.00,10226.00,10221.00,10221.00,6
2017.01.19-18:30,10223.00,10228.00,10221.00,10228.00,10
2017.01.19-18:45,10228.00,10233.00,10228.00,10228.00,9
2017.01.19-19:00,10228.00,10238.00,10228.00,10238.00,10
2017.01.19-19:15,10236.00,10238.00,10231.00,10231.00,15
2017.01.19-19:30,10233.00,10233.00,10231.00,10231.00,4
2017.01.19-19:45,10228.00,10228.00,10226.00,10226.00,2
2017.01.19-20:00,10223.00,10226.00,10221.00,10223.00,6
2017.01.19-20:30,10221.00,10226.00,10221.00,10226.00,3
2017.01.19-21:00,10223.00,10223.00,10223.00,10223.00,1
2017.01.19-21:45,10221.00,10223.00,10221.00,10223.00,2
2017.01.19-22:15,10226.00,10226.00,10223.00,10223.00,11
2017.01.19-22:30,10223.00,10223.00,10223.00,10223.00,1
2017.01.20-03:00,10223.00,10238.00,10223.00,10236.00,14
2017.01.20-03:15,10233.00,10243.00,10226.00,10228.00,35
2017.01.20-03:30,10226.00,10243.00,10221.00,10236.00,193
2017.01.20-03:45,10238.00,10251.00,10221.00,10251.00,109
2017.01.20-04:00,10253.00,10256.00,10236.00,10236.00,101
2017.01.20-04:15,10233.00,10243.00,10228.00,10243.00,71
2017.01.20-04:30,10243.00,10250.00,10236.00,10245.00,80
2017.01.20-04:45,10245.00,10270.00,10245.00,10260.00,89
2017.01.20-05:00,10263.00,10263.00,10248.00,10250.00,46
2017.01.20-05:15,10250.00,10255.00,10245.00,10245.00,53
2017.01.20-05:30,10243.00,10248.00,10243.00,10248.00,3
2017.01.20-05:45,10243.00,10243.00,10238.00,10243.00,10
2017.01.20-06:00,10243.00,10243.00,10243.00,10243.00,6
2017.01.20-07:00,10243.00,10253.00,10235.00,10250.00,56
2017.01.20-07:15,10250.00,10258.00,10245.00,10253.00,89
2017.01.20-07:30,10255.00,10263.00,10248.00,10263.00,66
2017.01.20-07:45,10260.00,10268.00,10255.00,10258.00,64
2017.01.20-08:00,10255.00,10263.00,10248.00,10255.00,59
2017.01.20-08:15,10258.00,10263.00,10253.00,10255.00,41
2017.01.20-08:30,10258.00,10288.00,10255.00,10283.00,148
2017.01.20-08:45,10283.00,10285.00,10265.00,10270.00,158
2017.01.20-09:00,10270.00,10270.00,10265.00,10265.00,13
2017.01.20-09:15,10268.00,10278.00,10268.00,10270.00,13
2017.01.20-09:30,10273.00,10275.00,10270.00,10270.00,16
2017.01.20-09:45,10268.00,10270.00,10265.00,10265.00,8
2017.01.20-10:00,10268.00,10268.00,10265.00,10268.00,11
2017.01.20-10:15,10270.00,10270.00,10265.00,10270.00,21
2017.01.20-11:00,10265.00,10268.00,10263.00,10268.00,16
2017.01.20-11:15,10265.00,10285.00,10265.00,10283.00,29
2017.01.20-11:30,10280.00,10285.00,10280.00,10283.00,12
2017.01.20-11:45,10280.00,10283.00,10280.00,10280.00,15
2017.01.20-12:00,10283.00,10283.00,10280.00,10280.00,10
2017.01.20-12:15,10278.00,10280.00,10275.00,10275.00,5
2017.01.20-12:30,10278.00,10280.00,10278.00,10280.00,3
2017.01.20-12:45,10278.00,10280.00,10278.00,10280.00,4
2017.01.20-13:15,10278.00,10283.00,10278.00,10283.00,3
2017.01.20-13:30,10283.00,10285.00,10283.00,10285.00,2
2017.01.20-13:45,10283.00,10285.00,10283.00,10283.00,7
2017.01.20-14:00,10283.00,10285.00,10283.00,10283.00,10
2017.01.20-14:15,10283.00,10285.00,10280.00,10285.00,10
2017.01.20-14:30,10288.00,10290.00,10285.00,10288.00,10
2017.01.20-14:45,10290.00,10298.00,10290.00,10298.00,45
2017.01.20-15:00,10295.00,10303.00,10293.00,10303.00,51
2017.01.20-15:15,10300.00,10303.00,10295.00,10300.00,40
2017.01.20-15:30,10303.00,10305.00,10300.00,10303.00,11
2017.01.20-15:45,10303.00,10305.00,10300.00,10305.00,10
2017.01.20-16:00,10303.00,10305.00,10295.00,10305.00,12
2017.01.20-16:15,10303.00,10305.00,10300.00,10305.00,8
2017.01.20-16:30,10303.00,10308.00,10300.00,10300.00,25
2017.01.20-16:45,10300.00,10305.00,10300.00,10300.00,14
2017.01.20-17:00,10303.00,10315.00,10300.00,10313.00,23
2017.01.20-17:15,10310.00,10310.00,10308.00,10308.00,17
2017.01.20-17:30,10308.00,10310.00,10305.00,10308.00,9
2017.01.20-18:00,10305.00,10308.00,10305.00,10305.00,9
2017.01.20-18:15,10305.00,10308.00,10305.00,10305.00,5
2017.01.20-18:30,10305.00,10310.00,10305.00,10310.00,4
2017.01.20-19:00,10308.00,10308.00,10303.00,10303.00,10
2017.01.20-19:15,10305.00,10305.00,10303.00,10303.00,12
2017.01.20-19:45,10300.00,10300.00,10300.00,10300.00,2
2017.01.20-20:00,10303.00,10303.00,10303.00,10303.00,1
2017.01.20-20:30,10300.00,10300.00,10300.00,10300.00,2
2017.01.20-21:00,10303.00,10303.00,10303.00,10303.00,1
2017.01.20-21:15,10300.00,10300.00,10300.00,10300.00,2
2017.01.20-21:30,10300.00,10303.00,10300.00,10303.00,3
2017.01.20-21:45,10300.00,10303.00,10298.00,10300.00,12
2017.01.20-22:00,10295.00,10300.00,10295.00,10300.00,16
2017.01.20-22:15,10298.00,10298.00,10288.00,10293.00,17
2017.01.20-22:30,10290.00,10298.00,10290.00,10293.00,19
2017.01.23-03:00,10288.00,10305.00,10285.00,10293.00,119
2017.01.23-03:15,10293.00,10303.00,10288.00,10293.00,93
2017.01.23-03:30,10295.00,10323.00,10288.00,10315.00,230
2017.01.23-03:45,10313.00,10333.00,10310.00,10333.00,164
2017.01.23-04:00,10335.00,10338.00,10318.00,10320.00,128
2017.01.23-04:15,10320.00,10328.00,10313.00,10318.00,134
2017.01.23-04:30,10320.00,10330.00,10315.00,10325.00,77
2017.01.23-04:45,10311.00,10314.00,10286.00,10289.00,86
2017.01.23-05:00,10286.00,10291.00,10269.00,10274.00,95
2017.01.23-05:15,10271.00,10271.00,10249.00,10259.00,115
2017.01.23-05:30,10256.00,10259.00,10256.00,10259.00,2
2017.01.23-05:45,10261.00,10261.00,10251.00,10259.00,21
2017.01.23-06:00,10261.00,10261.00,10261.00,10261.00,1
2017.01.23-06:30,10259.00,10259.00,10259.00,10259.00,2
2017.01.23-07:00,10261.00,10266.00,10256.00,10261.00,39
2017.01.23-07:15,10259.00,10271.00,10256.00,10266.00,88
2017.01.23-07:30,10264.00,10266.00,10251.00,10254.00,82
2017.01.23-07:45,10256.00,10256.00,10241.00,10244.00,80
2017.01.23-08:00,10241.00,10244.00,10229.00,10231.00,51
2017.01.23-08:15,10231.00,10241.00,10221.00,10241.00,69
2017.01.23-08:30,10239.00,10239.00,10229.00,10231.00,87
2017.01.23-08:45,10231.00,10251.00,10231.00,10249.00,89
2017.01.23-09:00,10251.00,10251.00,10246.00,10249.00,19
2017.01.23-09:15,10251.00,10251.00,10249.00,10249.00,4
2017.01.23-09:30,10249.00,10249.00,10249.00,10249.00,6
2017.01.23-09:45,10249.00,10251.00,10246.00,10246.00,4
2017.01.23-10:00,10244.00,10251.00,10244.00,10251.00,22
2017.01.23-10:15,10249.00,10254.00,10236.00,10239.00,37
2017.01.23-11:00,10251.00,10251.00,10241.00,10244.00,36
2017.01.23-11:15,10244.00,10246.00,10244.00,10246.00,10
2017.01.23-11:30,10251.00,10251.00,10246.00,10246.00,3
2017.01.23-11:45,10246.00,10246.00,10246.00,10246.00,1
2017.01.23-12:00,10244.00,10244.00,10244.00,10244.00,1
2017.01.23-12:45,10244.00,10244.00,10244.00,10244.00,1
2017.01.23-13:00,10246.00,10246.00,10244.00,10244.00,11
2017.01.23-13:15,10246.00,10246.00,10246.00,10246.00,1
2017.01.23-13:30,10249.00,10249.00,10249.00,10249.00,1
2017.01.23-14:00,10251.00,10251.00,10251.00,10251.00,1
2017.01.23-14:15,10254.00,10254.00,10254.00,10254.00,1
2017.01.23-14:45,10256.00,10256.00,10256.00,10256.00,1
2017.01.23-15:00,10254.00,10256.00,10254.00,10256.00,4
2017.01.23-15:15,10256.00,10256.00,10256.00,10256.00,2
2017.01.23-16:00,10259.00,10259.00,10256.00,10259.00,5
2017.01.23-16:30,10256.00,10259.00,10256.00,10259.00,2
2017.01.23-16:45,10256.00,10259.00,10256.00,10259.00,4
2017.01.23-17:00,10259.00,10261.00,10259.00,10259.00,5
2017.01.23-17:15,10259.00,10261.00,10254.00,10254.00,10
2017.01.23-17:30,10256.00,10256.00,10246.00,10256.00,44
2017.01.23-17:45,10256.00,10259.00,10256.00,10259.00,3
2017.01.23-18:00,10259.00,10259.00,10259.00,10259.00,2
2017.01.23-18:15,10261.00,10261.00,10254.00,10256.00,7
2017.01.23-18:30,10254.00,10256.00,10254.00,10256.00,5
2017.01.23-18:45,10259.00,10259.00,10259.00,10259.00,1
2017.01.23-19:00,10256.00,10259.00,10254.00,10254.00,8
2017.01.23-19:15,10256.00,10256.00,10254.00,10254.00,3
2017.01.23-19:30,10256.00,10256.00,10254.00,10254.00,2
2017.01.23-19:45,10256.00,10256.00,10251.00,10251.00,10
2017.01.23-20:00,10254.00,10254.00,10251.00,10251.00,13
2017.01.23-20:15,10254.00,10254.00,10254.00,10254.00,1
2017.01.23-20:30,10254.00,10254.00,10251.00,10251.00,6
2017.01.23-21:00,10251.00,10251.00,10251.00,10251.00,10
2017.01.23-21:15,10251.00,10254.00,10251.00,10251.00,4
2017.01.23-21:30,10254.00,10256.00,10251.00,10251.00,13
2017.01.23-21:45,10254.00,10259.00,10254.00,10256.00,6
2017.01.23-22:00,10256.00,10256.00,10254.00,10254.00,2
2017.01.23-22:15,10256.00,10259.00,10256.00,10256.00,3
2017.01.23-22:30,10259.00,10261.00,10256.00,10256.00,24
2017.01.24-03:00,10261.00,10269.00,10261.00,10266.00,18
2017.01.24-03:15,10269.00,10271.00,10261.00,10261.00,34
2017.01.24-03:30,10256.00,10276.00,10246.00,10246.00,137
2017.01.24-03:45,10244.00,10261.00,10244.00,10251.00,147
2017.01.24-04:00,10254.00,10259.00,10241.00,10251.00,85
2017.01.24-04:15,10249.00,10254.00,10244.00,10244.00,83
2017.01.24-04:30,10241.00,10263.00,10239.00,10263.00,80
2017.01.24-04:45,10266.00,10271.00,10260.00,10263.00,52
2017.01.24-05:00,10260.00,10278.00,10260.00,10275.00,64
2017.01.24-05:15,10273.00,10278.00,10273.00,10278.00,59
2017.01.24-05:30,10275.00,10278.00,10275.00,10275.00,4
2017.01.24-05:45,10273.00,10275.00,10273.00,10275.00,2
2017.01.24-06:00,10278.00,10280.00,10278.00,10280.00,3
2017.01.24-06:15,10278.00,10280.00,10278.00,10280.00,2
2017.01.24-06:30,10278.00,10278.00,10275.00,10278.00,14
2017.01.24-06:45,10275.00,10280.00,10275.00,10280.00,12
2017.01.24-07:00,10280.00,10283.00,10273.00,10278.00,56
2017.01.24-07:15,10275.00,10280.00,10273.00,10278.00,67
2017.01.24-07:30,10280.00,10285.00,10278.00,10278.00,44
2017.01.24-07:45,10280.00,10288.00,10278.00,10288.00,51
2017.01.24-08:00,10288.00,10288.00,10278.00,10280.00,43
2017.01.24-08:15,10278.00,10293.00,10278.00,10293.00,20
2017.01.24-08:30,10295.00,10308.00,10293.00,10293.00,117
2017.01.24-08:45,10293.00,10295.00,10280.00,10293.00,115
2017.01.24-09:00,10295.00,10295.00,10278.00,10280.00,26
2017.01.24-09:15,10278.00,10280.00,10278.00,10278.00,40
2017.01.24-09:30,10280.00,10285.00,10280.00,10283.00,11
2017.01.24-09:45,10285.00,10285.00,10278.00,10280.00,25
2017.01.24-10:00,10278.00,10283.00,10278.00,10278.00,31
2017.01.24-10:15,10275.00,10280.00,10273.00,10275.00,11
2017.01.24-10:30,10275.00,10275.00,10275.00,10275.00,1
2017.01.24-11:00,10275.00,10288.00,10275.00,10288.00,11
2017.01.24-11:15,10285.00,10285.00,10283.00,10285.00,7
2017.01.24-11:30,10285.00,10288.00,10285.00,10285.00,14
2017.01.24-11:45,10285.00,10288.00,10283.00,10288.00,21
2017.01.24-12:00,10285.00,10288.00,10285.00,10285.00,5
2017.01.24-12:15,10285.00,10288.00,10285.00,10285.00,5
2017.01.24-12:30,10285.00,10285.00,10283.00,10285.00,6
2017.01.24-12:45,10283.00,10285.00,10283.00,10283.00,8
2017.01.24-13:00,10280.00,10280.00,10280.00,10280.00,1
2017.01.24-13:15,10280.00,10280.00,10278.00,10280.00,5
2017.01.24-13:30,10278.00,10280.00,10278.00,10280.00,4
2017.01.24-13:45,10280.00,10280.00,10278.00,10278.00,3
2017.01.24-14:30,10278.00,10280.00,10278.00,10280.00,9
2017.01.24-14:45,10280.00,10280.00,10280.00,10280.00,2
2017.01.24-15:00,10283.00,10283.00,10280.00,10283.00,4
2017.01.24-15:15,10280.00,10280.00,10280.00,10280.00,1
2017.01.24-15:45,10278.00,10280.00,10278.00,10280.00,2
2017.01.24-16:00,10283.00,10283.00,10280.00,10280.00,4
2017.01.24-16:15,10283.00,10283.00,10280.00,10283.00,5
2017.01.24-16:30,10283.00,10288.00,10280.00,10288.00,22
2017.01.24-16:45,10290.00,10290.00,10288.00,10290.00,4
2017.01.24-17:00,10290.00,10293.00,10285.00,10290.00,11
2017.01.24-17:15,10293.00,10295.00,10290.00,10295.00,9
2017.01.24-17:30,10293.00,10295.00,10290.00,10290.00,5
2017.01.24-18:15,10290.00,10290.00,10290.00,10290.00,1
2017.01.24-18:30,10293.00,10293.00,10290.00,10290.00,2
2017.01.24-18:45,10293.00,10293.00,10293.00,10293.00,1
2017.01.24-19:00,10295.00,10295.00,10290.00,10295.00,4
2017.01.24-19:15,10295.00,10298.00,10295.00,10298.00,2
2017.01.24-19:30,10295.00,10298.00,10295.00,10298.00,2
2017.01.24-19:45,10298.00,10298.00,10298.00,10298.00,1
2017.01.24-20:00,10300.00,10300.00,10300.00,10300.00,1
2017.01.24-20:30,10298.00,10300.00,10298.00,10298.00,7
2017.01.24-20:45,10300.00,10300.00,10298.00,10300.00,6
2017.01.24-21:00,10300.00,10303.00,10298.00,10298.00,30
2017.01.24-21:15,10298.00,10303.00,10298.00,10300.00,13
2017.01.24-21:30,10300.00,10303.00,10300.00,10300.00,11
2017.01.24-21:45,10303.00,10303.00,10300.00,10303.00,7
2017.01.24-22:00,10305.00,10305.00,10305.00,10305.00,2
2017.01.24-22:15,10303.00,10305.00,10300.00,10303.00,11
2017.01.24-22:30,10305.00,10305.00,10303.00,10303.00,5
2017.01.25-03:00,10298.00,10310.00,10298.00,10305.00,68
2017.01.25-03:15,10303.00,10303.00,10270.00,10270.00,47
2017.01.25-03:30,10268.00,10285.00,10260.00,10275.00,178
2017.01.25-03:45,10278.00,10290.00,10273.00,10273.00,147
2017.01.25-04:00,10270.00,10285.00,10268.00,10278.00,143
2017.01.25-04:15,10280.00,10283.00,10273.00,10280.00,99
2017.01.25-04:30,10283.00,10288.00,10275.00,10275.00,111
2017.01.25-04:45,10275.00,10285.00,10270.00,10283.00,119
2017.01.25-05:00,10285.00,10310.00,10278.00,10303.00,87
2017.01.25-05:15,10303.00,10310.00,10298.00,10300.00,77
2017.01.25-05:30,10298.00,10298.00,10290.00,10298.00,14
2017.01.25-05:45,10300.00,10303.00,10295.00,10295.00,8
2017.01.25-06:00,10295.00,10300.00,10295.00,10300.00,6
2017.01.25-06:15,10298.00,10298.00,10298.00,10298.00,1
2017.01.25-06:30,10295.00,10295.00,10295.00,10295.00,1
2017.01.25-07:00,10298.00,10300.00,10288.00,10293.00,85
2017.01.25-07:15,10295.00,10295.00,10288.00,10290.00,93
2017.01.25-07:30,10288.00,10298.00,10288.00,10298.00,83
2017.01.25-07:45,10295.00,10295.00,10283.00,10295.00,71
2017.01.25-08:00,10295.00,10303.00,10295.00,10300.00,66
2017.01.25-08:15,10300.00,10313.00,10298.00,10308.00,64
2017.01.25-08:30,10308.00,10320.00,10308.00,10313.00,89
2017.01.25-08:45,10313.00,10328.00,10310.00,10325.00,109
2017.01.25-09:00,10323.00,10325.00,10315.00,10315.00,42
2017.01.25-09:15,10318.00,10318.00,10315.00,10315.00,9
2017.01.25-09:30,10313.00,10315.00,10310.00,10313.00,31
2017.01.25-09:45,10315.00,10315.00,10310.00,10310.00,20
2017.01.25-10:00,10313.00,10315.00,10310.00,10313.00,10
2017.01.25-10:15,10315.00,10318.00,10313.00,10318.00,16
2017.01.25-11:00,10315.00,10325.00,10315.00,10320.00,14
2017.01.25-11:15,10323.00,10325.00,10320.00,10325.00,7
2017.01.25-11:30,10328.00,10328.00,10318.00,10318.00,5
2017.01.25-11:45,10315.00,10318.00,10313.00,10318.00,7
2017.01.25-12:00,10315.00,10318.00,10315.00,10315.00,3
2017.01.25-12:15,10318.00,10320.00,10318.00,10320.00,2
2017.01.25-12:30,10320.00,10325.00,10320.00,10325.00,6
2017.01.25-13:00,10323.00,10323.00,10318.00,10320.00,7
2017.01.25-13:45,10323.00,10323.00,10318.00,10318.00,5
2017.01.25-14:00,10318.00,10318.00,10318.00,10318.00,1
2017.01.25-14:15,10320.00,10320.00,10318.00,10318.00,6
2017.01.25-14:30,10318.00,10320.00,10318.00,10320.00,3
2017.01.25-15:00,10318.00,10318.00,10318.00,10318.00,3
2017.01.25-15:15,10320.00,10323.00,10320.00,10323.00,2
